tsr_master_id,line_key,line_name,location_direction,affected_area,latest_reason_raw,reason_group,first_seen_notice_date,last_seen_notice_date,weeks_seen,is_active,resolved_date,duration_bucket
3009,JTM,Joondalup Line,Unknown,JTMUP 19.150km - 20.150km,17-Sep-21 Turnout,Turnout / points,2023-11-12,2026-03-08,116,0,2026-03-08,2-5 years
3688,JTM,Joondalup Line,Unknown,JTMUP 8.689km - 8.989km,19-Mar-24 Track Geometry,Track geometry,2024-07-07,2026-06-28,96,1,,1-2 years
2084,FTM,Fremantle Line,Unknown,FTMDN 6.9500km to 7.1700km,8-Jul-22 Structural Integrity,Structures / bridge,2022-12-24,2023-11-05,92,0,2023-11-05,1-2 years
3685,JTM,Joondalup Line,Unknown,JTMDN 19.150km - 20.150km,03-Jun-21 Turnout,Turnout / points,2024-07-07,2026-06-28,92,1,,1-2 years
632,JTMUP,Joondalup Line,Up,Up Main issues Joondalup JTMDN 25.960km to 25.848km,Turnout design,Turnout / points,2020-12-19,2022-10-01,77,0,2022-10-01,1-2 years
4016,JTM,Joondalup Line,Unknown,JTMUP 40.429km - 40.660km,15-Oct-24 Rail Surface Defect,Rail surface defect,2024-11-24,2026-04-19,72,0,2026-04-19,1-2 years
2172,UNCLASSIFIED,Unclassified,Unknown,Speed Imposed Restriction Cancelled Beyond Service 21.012km - 26.000km N/A,01-Sep-11 Pedestrian Crossing Issue,Level crossing / pedestrian crossing,2023-01-28,2025-03-23,71,0,2025-03-23,1-2 years
4377,MTM,Midland Line,Unknown,MTMUP 0.660km - 0.950km,3-Mar-25 Rail Surface Defect,Rail surface defect,2025-03-09,2026-06-14,67,0,2026-06-14,1-2 years
3645,MTM,Midland Line,Unknown,MTMUP 8.100km - 8.200km,18-Jun-24 Turnout,Turnout / points,2024-06-23,2026-06-28,62,1,,1-2 years
4273,MTM,Midland Line,Unknown,MTMDN 0.660km - 0.800km,24-Sep-24 Noise Mitigation,Noise mitigation,2025-02-09,2026-04-05,61,0,2026-04-05,1-2 years
4474,FTM,Fremantle Line,Unknown,FTMUP 6.950km - 7.170km,13-Jun-24 Rail Internal Defect,Rail internal defect,2025-04-06,2026-06-28,61,1,,1-2 years
3001,MTM,Midland Line,Unknown,MTMDN 7.900km - 8.150km,27-Mar-20 Turnout,Turnout / points,2023-11-12,2025-03-02,58,0,2025-03-02,1-2 years
3924,JTM,Joondalup Line,Unknown,JTMDN 25.848km - 25.960km,18-Sep-24 Turnout,Turnout / points,2024-09-22,2025-12-21,58,0,2025-12-21,1-2 years
4349,JTM,Joondalup Line,Unknown,JTMUP 40.660km - 40.420km,15-Oct-24 Turnout,Turnout / points,2025-03-02,2026-04-19,58,0,2026-04-19,1-2 years
1874,ATM,Armadale Line,Unknown,ATMUP 16.8200km to 17.0000km,29-Oct-21 Track Geometry,Track geometry,2022-10-08,2023-11-05,56,0,2023-11-05,1-2 years
3002,MTM,Midland Line,Unknown,MTMUP 0.717km - 1.625km,28-Sep-21 Noise Mitigation,Noise mitigation,2023-11-12,2025-01-05,55,0,2025-01-05,1-2 years
3736,UNCLASSIFIED,Unclassified,Unknown,Beyond Service 40.747km - 40.874km,5-Aug-21 Signals,Signals / train control,2024-07-28,2026-02-01,55,0,2026-02-01,1-2 years
4766,TTM,Thornlie Line,Unknown,TTMUP 01.450km - 02.550km,31-Mar-25 New Rail,New rail / weld,2025-06-29,2026-06-28,52,1,,6-12 months
3011,UNCLASSIFIED,Unclassified,Unknown,Beyond Service 40.747km -,5-Aug-21 Signals,Signals / train control,2023-11-12,2025-10-05,50,0,2025-10-05,6-12 months
3272,MTM,Midland Line,Unknown,MTMUP 8.100km - 8.200km,30-Jan-24 Turnout,Turnout / points,2024-02-04,2025-02-23,50,0,2025-02-23,6-12 months
2073,MTM,Midland Line,Unknown,MTMDN 7.900km to 8.150km,27-Mar-20 Turnout,Turnout / points,2022-12-24,2023-11-05,46,0,2023-11-05,6-12 months
2074,JTM,Joondalup Line,Unknown,JTMUP 25.848km to 25.960km,21-Apr-20 Turnout,Turnout / points,2022-12-24,2023-11-05,46,0,2023-11-05,6-12 months
2075,FTM,Fremantle Line,Unknown,FTMUP 9.5800KM to 9.5800km,15-Feb-21 Pedestrian Crossing Issue,Level crossing / pedestrian crossing,2022-12-24,2023-11-05,46,0,2023-11-05,6-12 months
2079,MTM,Midland Line,Unknown,MTMUP 0.7170km to 1.6250km,28-Sep-21 Noise Mitigation,Noise mitigation,2022-12-24,2023-11-05,46,0,2023-11-05,6-12 months
2081,MTM,Midland Line,Unknown,MTMUP 8.1000km to 8.2000km,31-Jan-22 Turnout,Turnout / points,2022-12-24,2023-11-05,46,0,2023-11-05,6-12 months
2082,ATM,Armadale Line,Unknown,ATMUP 19.2940km to 19.5070km,22-Apr-22 Miscellaneous,Other / review required,2022-12-24,2023-11-05,46,0,2023-11-05,6-12 months
2089,JTM,Joondalup Line,Unknown,JTMDN 32.6200km to 32.7500km,25-Oct-22 Points Fault,Turnout / points,2022-12-24,2023-11-05,46,0,2023-11-05,6-12 months
2090,FTM,Fremantle Line,Unknown,FTMUP 0.1600km - 0.6700km N/A,27-Oct-22 Structural Integrity,Structures / bridge,2022-12-24,2024-06-16,46,0,2024-06-16,6-12 months
615,JTMDN,Joondalup Line,Down,Lawley Rail Internal Defect Whitfords 19.150 to 20.150km Down Main,Turnout defects &,Turnout / points,2020-12-05,2021-10-30,45,0,2021-10-30,6-12 months
3709,UNCLASSIFIED,Unclassified,Unknown,JTXBI 53.947km - 54.112km,11-Jul-24 Turnout,Turnout / points,2024-07-14,2025-07-20,45,0,2025-07-20,6-12 months
764,MTMDN,Midland Line,Down,Down Main design issues Bassendean MTMUP 8.200km to 8.100km,Turnout design,Turnout / points,2021-04-06,2022-10-01,44,0,2022-10-01,6-12 months
3007,JTM,Joondalup Line,Unknown,JTMDM 25.848km - 25.960km,21-Apr-20 Turnout,Turnout / points,2023-11-12,2024-09-15,42,0,2024-09-15,6-12 months
4454,UNCLASSIFIED,Unclassified,Unknown,Speed Imposed Cancelled Beyond Service 21.012km- 26.000km N/A,01-Sep-11 Pedestrian Crossing,Level crossing / pedestrian crossing,2025-04-06,2026-04-26,42,0,2026-04-26,6-12 months
4476,FTM,Fremantle Line,Unknown,FTMDN 6.800km - 7.1700km,03-Sep-24 Structural Integrity,Structures / bridge,2025-04-06,2026-06-28,42,1,,6-12 months
2190,MTM,Midland Line,Unknown,MTMDN 11.9300km to 12.3150km,23-Jan-23 Track Geometry,Track geometry,2023-01-28,2023-11-05,40,0,2023-11-05,6-12 months
3074,MTM,Midland Line,Unknown,MTMDN 0.660km - 1.300km,29-Nov-23 Track Geometry,Track geometry,2023-12-03,2024-08-25,38,0,2024-08-25,6-12 months
3858,FTM,Fremantle Line,Unknown,FTMUP 0.160km - 0.800km,4-Sep-24 Rail Surface Defect,Rail surface defect,2024-09-08,2025-06-22,37,0,2025-06-22,6-12 months
149,FTM,Fremantle Line,Unknown,Fremantle - Robbs Jetty,Pedestrian Crossing Review,Level crossing / pedestrian crossing,2019-11-16,2020-08-01,36,0,2020-08-01,6-12 months
4357,JTM,Joondalup Line,Unknown,JTMUP 40.537km - 40.430km,27- Feb-25 Rail Internal Defect,Rail internal defect,2025-03-02,2025-11-23,36,0,2025-11-23,6-12 months
4392,FTM,Fremantle Line,Unknown,FTM 0.000km - 0.000km,28-Feb-25 Track Alignment,Track geometry,2025-03-16,2025-12-14,36,0,2025-12-14,6-12 months
2290,ATM,Armadale Line,Unknown,ATMBI 40.7470km to 40.8740km,5-Aug-21 Signals,Signals / train control,2023-03-11,2023-11-05,35,0,2023-11-05,6-12 months
3619,FTM,Fremantle Line,Unknown,FTMUP 6.950km - 7.170km,13-Jun-24 Structural integrity,Structures / bridge,2024-06-16,2025-03-23,35,0,2025-03-23,6-12 months
5004,MTM,Midland Line,Unknown,MTMDN 9.182km - 9.650km,5-Sep-25 Rail Surface Defect,Rail surface defect,2025-09-14,2026-05-10,35,0,2026-05-10,6-12 months
1273,UNCLASSIFIED,Unclassified,Up,Up Main design issues Mount MTMDN 0.800 to 1.300km,Noise Mitigation,Noise mitigation,2021-11-06,2022-10-01,34,0,2022-10-01,6-12 months
3039,FTM,Fremantle Line,Unknown,40.8740km FTMUP 9.5800KM - 9.5800km 40.8740km FTMUP 9.5800KM - 9.5800km,15-Feb-21 Pedestrian Crossing Issue,Level crossing / pedestrian crossing,2023-11-26,2024-07-21,34,0,2024-07-21,6-12 months
4421,MTM,Midland Line,Unknown,MTMDN 13.591km - 13.695km,3-Sep-24 Turnout,Turnout / points,2025-03-23,2026-02-08,34,0,2026-02-08,6-12 months
1305,UNCLASSIFIED,Unclassified,Up,Up Main Dalziel St ATMUP 16.820km to 17.000km,Track Geometry,Track geometry,2021-11-13,2022-10-01,33,0,2022-10-01,6-12 months
2078,MTM,Midland Line,Unknown,MTMDN 0.8000km to 1.3000km,28-Sep-21 Noise Mitigation,Noise mitigation,2022-12-24,2023-08-04,33,0,2023-08-04,6-12 months
2993,UNCLASSIFIED,Unclassified,Unknown,Beyond Service 21.012km - N/A,01-Sep-11 Pedestrian Crossing Issue Indefinite 26.000km,Level crossing / pedestrian crossing,2023-11-12,2024-06-30,33,0,2024-06-30,6-12 months
3805,MTM,Midland Line,Unknown,MTMUP 13.620km - 13.400km,11-Aug-24 Rail Surface Defect,Rail surface defect,2024-08-18,2025-05-04,33,0,2025-05-04,6-12 months
3030,JTM,Joondalup Line,Unknown,JTMDN 19.1500km - 20.1500km 2 1 - 0 6 - 0 24,03-Jun-21 Turnout,Turnout / points,2023-11-19,2024-06-30,32,0,2024-06-30,6-12 months
3840,FTM,Fremantle Line,Unknown,FTMDN 14.935km - 15.035km,7-Aug-24 Rail Internal Defect,Rail internal defect,2024-09-01,2025-05-11,32,0,2025-05-11,6-12 months
628,FTM,Fremantle Line,Unknown,Railway Speed Imposed Restriction Cancelled Fremantle - Section,Sept 2011 Pedestrian Indefinite Robbs Jetty Crossing Review,Level crossing / pedestrian crossing,2020-12-19,2021-10-30,31,0,2021-10-30,6-12 months
633,JTMDN,Joondalup Line,Down,issues Joondalup 25.848km to 25.960km Down,Turnout design,Turnout / points,2020-12-19,2021-10-30,31,0,2021-10-30,6-12 months
1230,UNCLASSIFIED,Unclassified,Down,Lawley Down Main Mount MTMUP 0.717km to 1.625km,Noise Mitigation,Noise mitigation,2021-10-09,2022-10-01,29,0,2022-10-01,6-12 months
2403,JTM,Joondalup Line,Unknown,JTMUP 19.1500KM to 20.1500km,17-Sep-21 Turnout,Turnout / points,2023-04-23,2023-11-05,29,0,2023-11-05,6-12 months
5094,MTM,Midland Line,Unknown,MTMDN 7.900km - 8.150km,27-Mar-20 Permanent TSR,Other / review required,2025-10-12,2026-04-26,29,0,2026-04-26,6-12 months
687,UNCLASSIFIED,Unclassified,Unknown,Main design issues Claisebrook 0.850km to 0.950km,Track Geometry,Track geometry,2021-01-23,2021-09-11,28,0,2021-09-11,6-12 months
1276,JTMDN,Joondalup Line,Down,Down Main design issues Whitfords JTMUP 20.150km to 19.150km,Turnout defects &,Turnout / points,2021-11-06,2022-10-01,28,0,2022-10-01,6-12 months
1400,UNCLASSIFIED,Unclassified,Up,Up Main East MTMDN 11.930km to 12.315km,"Track Geometry ,",Track geometry,2022-01-29,2022-10-01,28,0,2022-10-01,6-12 months
4473,RTM,Mandurah Line,Unknown,RTMUP 37.000km - 37.300km,25-Mar-25 Platform Gap,Platform / station,2025-04-06,2025-10-12,28,0,2025-10-12,6-12 months
2357,MTM,Midland Line,Unknown,MTMUP 12.0000km TO 12.1000km,20-Mar-23 Track Geometry,Track geometry,2023-04-01,2023-10-01,27,0,2023-10-01,6-12 months
4007,MTM,Midland Line,Unknown,MTMDN 9.540km - 9.671km,17-Oct-24 Rail Surface Defect,Rail surface defect,2024-11-24,2025-05-25,27,0,2025-05-25,6-12 months
5385,JTM,Joondalup Line,Unknown,JTMDN 25.630km - 25.960km,18-Sep-24 Turnout,Turnout / points,2025-12-28,2026-06-28,27,1,,6-12 months
629,FTM,Fremantle Line,Unknown,Robbs Jetty Crossing Review Mundijong 40.874km to 40.747km,Signalling Issues,Signals / train control,2020-12-19,2021-08-14,26,0,2021-08-14,3-6 months
630,MTMUP,Midland Line,Up,to Byford Up Direction Bassendean 7.900km to 8.150km,Turnout defects &,Turnout / points,2020-12-19,2021-08-14,26,0,2021-08-14,3-6 months
3004,MTM,Midland Line,Unknown,MTMDN 11.9300km - 12.3150km,23-Jan-23 Track Geometry,Track geometry,2023-11-12,2024-05-12,26,0,2024-05-12,3-6 months
3360,MTM,Midland Line,Unknown,MTMDN 13.594km - 13.695km,22-Feb-24 Points Fault,Turnout / points,2024-03-03,2024-09-01,26,0,2024-09-01,3-6 months
5289,FTM,Fremantle Line,Unknown,FTMUP 14.510km - 14.670km,21-Nov-25 Rail Surface Defect,Rail surface defect,2025-11-30,2026-06-28,26,1,,3-6 months
202,UNCLASSIFIED,Unclassified,Unknown,Mundijong to Byford,Signalling Issues,Signals / train control,2020-02-01,2020-08-01,25,0,2020-08-01,3-6 months
1275,JTMUP,Joondalup Line,Up,Up Main issues Whitfords JTMDN 19.150 to 20.150km,Turnout defects &,Turnout / points,2021-11-06,2022-10-01,25,0,2022-10-01,3-6 months
1277,UNCLASSIFIED,Unclassified,Bidirectional,Mundijong Bi-Directional Claisebrook FTMUP 0.160km to 0.950km,Track Geometry,Track geometry,2021-11-06,2022-10-01,25,0,2022-10-01,3-6 months
3925,JTM,Joondalup Line,Unknown,JTMUP 25.848km - 25.960km,18-Sep-24 Turnout,Turnout / points,2024-09-22,2025-06-22,25,0,2025-06-22,3-6 months
1464,UNCLASSIFIED,Unclassified,Down,Down Main issues Karrakatta FTMUP 9.580km 7,Loch St Ped Xing Indefinite Up Main issues,Other / review required,2022-02-26,2022-10-01,24,0,2022-10-01,3-6 months
1469,ATMUP,Armadale Line,Up,Lawley Up Main Armadale - ATMBI 40.747km to 40.874km,Signalling,Signals / train control,2022-02-26,2022-10-01,24,0,2022-10-01,3-6 months
2083,RTM,Mandurah Line,Unknown,RTMDN 21.0800km to 21.2550km,7-Jul-22 Track Geometry,Track geometry,2022-12-24,2023-06-04,24,0,2023-06-04,3-6 months
2432,ATM,Armadale Line,Unknown,ATMDN 23.0500km to 23.4000km,28-Jul-22 Rail Surface Defect,Rail surface defect,2023-04-30,2023-10-01,23,0,2023-10-01,3-6 months
3859,FTM,Fremantle Line,Unknown,FTMDN 0.580km - 1.025km,4-Sep-24 Rail Surface Defect,Rail surface defect,2024-09-08,2025-03-16,23,0,2025-03-16,3-6 months
4767,UNCLASSIFIED,Unclassified,Unknown,Beyond Service 21.012km- N/A,01-Sep-11 Pedestrian Crossing Indefinite 26.000km,Level crossing / pedestrian crossing,2025-07-06,2026-06-28,23,1,,3-6 months
5365,FTM,Fremantle Line,Unknown,FTMDN 6.800km - 7.1700km,03-Sep-24 Structural Integrity TBD,Structures / bridge,2025-12-21,2026-05-17,22,0,2026-05-17,3-6 months
233,RTM,Mandurah Line,Unknown,Kwinana to Wellard,Rail Defects,Track condition,2020-02-29,2020-08-01,21,0,2020-08-01,3-6 months
2475,MTM,Midland Line,Unknown,MTMDN 3.5000km TO 5.1000km,29-Apr-23 Track Geometry,Track geometry,2023-05-14,2023-10-01,21,0,2023-10-01,3-6 months
2518,MTM,Midland Line,Unknown,MTMUP 3.5000km TO 5.1000km,8-May-23 Track Geometry,Track geometry,2023-05-28,2023-10-15,21,0,2023-10-15,3-6 months
5050,MTM,Midland Line,Unknown,MTMUP 9.548km - 9.360km,15-Sep-25 Rail Surface Defect,Rail surface defect,2025-09-28,2026-02-15,21,0,2026-02-15,3-6 months
5278,JTM,Joondalup Line,Unknown,JTMUP 40.537km - 40.430km,27- Feb-25 Rail Internal Defect,Rail internal defect,2025-11-30,2026-04-19,21,0,2026-04-19,3-6 months
984,UNCLASSIFIED,Unclassified,Up,Up Main Abernethy ATMBI 36.734km to 36.834km,Track Project,Track condition,2021-07-10,2022-04-16,20,0,2022-04-16,3-6 months
1268,FTMBI,Fremantle Line,Bidirectional,Robbs Jetty B-Directional Crossing Review Bassendean MTMDN 7.900km to 8.150km,Turnout defects &,Turnout / points,2021-11-06,2022-10-01,20,0,2022-10-01,3-6 months
2997,FTM,Fremantle Line,Unknown,FTMUP 0.160km - 0.670km,27-Oct-22 Structural Integrity,Structures / bridge,2023-11-12,2024-08-11,20,0,2024-08-11,3-6 months
3255,UNCLASSIFIED,Unclassified,Unknown,ARMUP 16.820km - 17.000km,29-Oct-21 Track Geometry,Track geometry,2024-01-28,2024-10-13,20,0,2024-10-13,3-6 months
3798,FTM,Fremantle Line,Unknown,FTMDN 8.862km - 8.310km,9-Aug-24 Rail Surface Defect,Rail surface defect,2024-08-18,2025-02-02,20,0,2025-02-02,3-6 months
638,JTM,Joondalup Line,Unknown,Main issues Whitfords JTMDN 19.150 to 20.150km,Turnout defects &,Turnout / points,2020-12-19,2022-02-19,19,0,2022-02-19,3-6 months
2620,RTM,Mandurah Line,Unknown,RTMDN 20.7700km to 21.2550km,4-Jun-23 Track Geometry,Track geometry,2023-07-02,2023-11-05,19,0,2023-11-05,3-6 months
4835,FTM,Fremantle Line,Unknown,FTMUP 0.1600km - 0.800km,27-Jun-25 Rail Surface Defect,Rail surface defect,2025-07-20,2025-11-23,19,0,2025-11-23,3-6 months
2087,ATM,Armadale Line,Unknown,ATMDN 23.0500km to 23.4000km,28-Jul-22 Rail Surface Defects,Rail surface defect,2022-12-24,2023-04-23,18,0,2023-04-23,3-6 months
2995,FTM,Fremantle Line,Unknown,FTMDN 6.9500km - 7.1700km,8-Jul-22 Structural Integrity,Structures / bridge,2023-11-12,2024-01-07,18,0,2024-01-07,3-6 months
4001,FTM,Fremantle Line,Unknown,FTMDN 6.800KM - 7.170km,3-Sep-24 Structural integrity,Structures / bridge,2024-11-24,2025-03-23,18,0,2025-03-23,3-6 months
2077,JTM,Joondalup Line,Unknown,JTMUP 19.1500KM to 20.1500km,17-Sep-21 Turnouts,Turnout / points,2022-12-24,2023-04-15,17,0,2023-04-15,3-6 months
3366,UNCLASSIFIED,Unclassified,Unknown,ARMUP 19.294km - 19.507km,22-Apr-22 Track Geometry,Track geometry,2024-03-03,2024-10-13,17,0,2024-10-13,3-6 months
3000,FTM,Fremantle Line,Unknown,18/02/2024 FTMUP 19.4800km - 20.0200km,1-Nov-23 Track Geometry,Track geometry,2023-11-12,2024-02-25,16,0,2024-02-25,3-6 months
153,ATM,Armadale Line,Unknown,Oats St,Track geometry,Track geometry,2019-11-16,2020-02-22,15,0,2020-02-22,3-6 months
514,MTMUP,Midland Line,Up,Main design issues Bassendean 8.200km to 8.100km Up,Turnout design issues,Turnout / points,2020-09-12,2021-09-11,15,0,2021-09-11,3-6 months
515,JTM,Joondalup Line,Unknown,Main Joondalup 25.848km to 25.960km,Turnout design issues,Turnout / points,2020-09-12,2021-09-11,15,0,2021-09-11,3-6 months
774,FTMUP,Fremantle Line,Up,Fremantle Up Main Karrakatta 9.580km Fremantle Up,Track Project,Track condition,2021-04-06,2021-08-14,15,0,2021-08-14,3-6 months
1267,FTM,Fremantle Line,Unknown,Railway Speed Imposed Restriction Cancelled Fremantle - FTMBI 21.012km to 26.000km,Sept 2011 Pedestrian Indefinite Robbs Jetty B-Directional Crossing Review,Level crossing / pedestrian crossing,2021-11-06,2022-10-01,15,0,2022-10-01,3-6 months
1637,ATMDN,Armadale Line,Down,Down Main Gosnells ATMUP 19.294km to 19.507,Track Defect,Track condition,2022-05-21,2022-10-01,15,0,2022-10-01,3-6 months
3865,MTM,Midland Line,Unknown,MTMDN 2.200km - 2.700km,3-Sep-24 Rail Surface Defect,Rail surface defect,2024-09-08,2025-01-19,15,0,2025-01-19,3-6 months
189,ATM,Armadale Line,Unknown,Kelmscott to Sherwood,Rail defects,Track condition,2020-01-11,2020-04-11,14,0,2020-04-11,3-6 months
1287,FTM,Fremantle Line,Unknown,Robbs Jetty Directional Crossing Review Bassendean MTMDN 7.900km to 8.150km,Turnout defects &,Turnout / points,2021-11-13,2022-05-21,14,0,2022-05-21,3-6 months
1401,RTM,Mandurah Line,Unknown,compliance Cockburn RTMDN 20.880km to 21.250km,Track Defects,Track condition,2022-01-29,2022-05-21,14,0,2022-05-21,3-6 months
1652,RTM,Mandurah Line,Unknown,compliance Cockburn RTMDN 20.616km to 21.250km,Track Defects,Track condition,2022-05-28,2022-10-01,14,0,2022-10-01,3-6 months
3431,JTM,Joondalup Line,Unknown,JTMUP 8.689km - 8.890km,19-Mar-24 Track Geometry,Track geometry,2024-03-24,2024-06-30,14,0,2024-06-30,3-6 months
4015,JTM,Joondalup Line,Unknown,JTMUP 40.660km - 40.420km,15-Oct-24 Points Fault,Turnout / points,2024-11-24,2025-02-23,14,0,2025-02-23,3-6 months
5448,FTM,Fremantle Line,Unknown,FTMUP 19.440km - 19.793km,15-Nov-25 Rail Surface Defect,Rail surface defect,2026-01-11,2026-04-12,14,0,2026-04-12,3-6 months
1,FTM,Fremantle Line,Unknown,Fremantle - Robbs Pedestrian Crossing September Section,Jetty Review 2011,Other / review required,2018-09-01,2018-11-24,13,0,2018-11-24,1-3 months
1014,UNCLASSIFIED,Unclassified,Up,Up Main Abernethy ATMBI 36.734km to 36.834km,Track Project Works,Track condition,2021-07-24,2022-04-09,13,0,2022-04-09,1-3 months
1286,FTM,Fremantle Line,Unknown,Railway m Speed Restriction Cancelled Fremantle - FTMBI 21.012km to 26.000km B-,Sept 2011 Pedestrian Indefinite Robbs Jetty Directional Crossing Review,Level crossing / pedestrian crossing,2021-11-13,2022-05-21,13,0,2022-05-21,1-3 months
3962,MTM,Midland Line,Unknown,MTMDN 0.660km - 1.200km,24-Sep-24 Noise Mitigation,Noise mitigation,2024-10-06,2025-02-02,13,0,2025-02-02,1-3 months
